arg_id,prev_arg_id,Argument,Concern1,Concern2,Concern3,Concern4
Depth3_42,Depth2_18,"Students could find themselves deliberately only accepting low paid jobs, in order to avoid paying back the loan. If money is tight and their salary only just means they have to repay the loan, that might be a debt too far. ",job,loan,debt,
Depth3_52,Depth2_18,"Student loans only cover so much and only start after studying, you still need to put up a not insignificant amount of money to get going. And paying back the loans amounts to, in effect, a 9% tax on graduates.",tax,loan,,
Depth3_36,Depth2_30,The more people in society from less privileged backgrounds who are able to attend university is good for society and therefore desirable.,background,,,
Depth3_43,Depth2_30,University was free for a long time as it was generally accepted to be a worthy investment in the country's future. Graduates free of debt have more income to place back into the economy.,debt,free,,
Depth3_53,Depth2_30,"The government are still paying for the loans and probably won't see the money back when the loans are written off in 30 years time. Cheaper education and higher taxes is more sustainable than relying on students to pay back the loans, which they won't.",tax,loan,government,
Depth3_44,Depth2_40,Some people get in debt whilst at uni as they are unable to survive living costs due to low student low and drop out without completing their course,debt,,,
Depth3_54,Depth2_40,Yes but that is because there are more universities and more people than in the past. people also have more personal debt than ever before,debt,,,
Depth3_45,Depth2_3,"Some students will never afford to pay back the loans, as a lot of degrees do not result in a high paying job at the end.",afford,loan,job,
Depth3_46,Depth2_13,People most of the time dont pay it back fully and the interest is too high to make a reasonable dent so it is also hurting government funding,government,interest,,
Depth3_55,Depth2_13,Many students have issues taking out loans and just don't have the money to pay the extortionate fees. ,loan,,,
Depth3_61,Depth2_13,Young people from poorer backgrounds may have less financial backing and are unable to take on the large cost of doing a degree,background,,,
Depth3_56,Depth2_19,Even students loans are difficult to pay back not everyone gets a good paid job ,loan,job,,
Depth3_71,Depth2_19,People shouldn't feel they can't apply for better paid jobs because they're afraid of having to pay back a huge debt. ,job,debt,,
Depth3_91,Depth2_19,The large interest rates associated with student loans mean that students will be paying loans back their entire working life,loan,interest,,
Depth3_62,Depth2_31,Students should be able to focus on their university course without worrying about having to pay back a student loan. ,loan,,,
Depth3_72,Depth2_31,Interest is added on and this added debt until you earn a certain amount still puts pressure on young people ,interest,debt,,
Depth3_81,Depth2_31,Other countries like Germany someone manage to have a fair tax system and free and excellent education,tax,free,,
Depth3_63,Depth2_41,Some families are from a poor background and would struggle to pay the university fees or get a loan. ,loan,background,,
Depth3_64,Depth2_14,The government could cut down on prestige projects and arms and invest them into higher education instead,government,,,
Depth3_73,Depth2_14,"Everyone in society benefits from education- the social benefits of having trained doctors, teachers etc far out weights the cost of taxes. ",tax,,,
Depth3_82,Depth2_14,A lot of universities make profit too. Those profits could be used to lower the fees. The government would not have to fund everything,government,,,
Depth3_65,Depth2_20,"There are countries where university is entirely free. 9k is a high amount, not to mention the interest rate on the student loans. Universities, even if not free, should be at least cheaper",loan,interest,free,
Depth3_74,Depth2_20,"There is no guarantee that you will get a job after your degree. The student loan does take a significant percentage from your monthly wage slip, which doesn't seem fair.",loan,job,,
Depth3_83,Depth2_20,As far as I understand you only have to pay back the money if you earn over a certain amount so ppl who cannot afford it are not expected to. ,afford,,,
Depth3_66,Depth2_32,Unfortunately apprenticeships aren't viable for everyone as they need to be able to afford to live and they pay less than it costs to live,afford,,,
Depth3_75,Depth2_42,The interest rates are high and puts pressure on the student to find a highly paid job as fast as possible after graduating. ,interest,job,,
Depth3_84,Depth2_42,Prospective students who have family relying on them to be the main provider often cannot afford to take out a loan and can find it difficult to find a job that can support both their education and other needs and responsibilities.  ,afford,loan,job,
Depth3_92,Depth2_42,"Firstly it is very hard to juggle having a full time education with a job, and these loans have high interests rates which is essentially exploiting these kids because they don't typically have any other options.   ",loan,job,interest,
Depth3_76,Depth2_5,"So if people had bad credit scores, or didn't have the ability to access this loan, this would basically affect their chance to get a well paid job? ",loan,job,access,
Depth3_85,Depth2_15,Free education would offer more opportunities to underprivileged and increase the quality of life and services. More competition would cause more ambitions to learn.,free,,,
Depth3_93,Depth2_15,Some people would not be able to access university due to their financial circumstances.,access,,,
Depth3_101,Depth2_15,"On the other hand it would enrich many peoples lives, many people who go on to have poorly paid jobs and bad life choices would be able to avoid that completely. ",job,,,
Depth3_86,Depth2_21,It's unfair to treat students differently by means testing whether or not they should repay their loans without any assistance.,loan,,,
Depth3_94,Depth2_21,They must know and be given sufficient advice and possible job opportunities before starting their degree,job,,,
Depth3_102,Depth2_21,"It should have nothing to do with earnings, debt is debt and no one should be made to enter it just for education ",debt,,,
Depth3_95,Depth2_33,Not every student will be in a financial position to pay it back and will have the burden of a loan hanging over them well into adulthood,loan,,,
Depth3_103,Depth2_33,Everyone can't afford loans and end up defaulting on the loan or pay it back over an extreme amount of time as they didn't get the job they thought they'd get,afford,loan,job,
Depth3_111,Depth2_33,Some people would not be able to access these student loans and again this gets them into debt. ,loan,debt,access,
Depth3_96,Depth2_43,There may be more exceptional students than there are scholarship opportunities and so capable students will miss out because of the competition for funding,scholarship,,,
Depth3_104,Depth2_43,"Why should only rich people have access to this education, this is putting a big divide in society ",access,,,
Depth3_105,Depth2_6,"Yes I do agree, however I feel that possibly you pay and then if you get a job in that specialised area, you perhaps get a portion of your student fees wiped. ",job,,,
Depth3_112,Depth2_6,Potential students that are on a lower income may be put off by the high fees applied to university courses. They maybe more likely to access free courses in order  to achieve similar outcomes ,free,access,,
Depth3_106,Depth2_16,"Some people really haven't got the money to go to
University even with student loans the debt and interest rate is ridiculous never be able to pay it back especially when you got to earn a certain amount in the first place ",loan,debt,interest,
Depth3_113,Depth2_22,"However they aren't earning enough, and just getting into debt and therefore the government is getting into debt because students cannot pay it back. ",government,debt,,
Depth3_121,Depth2_22,"Students who graduate most of the time don't even earn or find jobs in their subject that they graduated earning a certain amount does not apply to
Everyone has jobs a very hard to come by ",job,,,
Depth3_131,Depth2_22,"The fact that they are repaying vast loans, means that they will not have expendable income, that the economy is dependant upon to thrive - the economy is consumer driven: this will only drive would be consumers out of the system. ",loan,,,
Depth3_114,Depth2_34,The loan system may make a mistake that will cause issues with economic groups saving up to go to university.,loan,debt,interest,free
Depth3_122,Depth2_44,Education can bring people out of lower economic groups but the fees may put them off certain careers ,access,,,
Depth3_132,Depth2_44,"If an individual wishes to become a solicitor or a doctor then university is a must. However, the thought of fees and repayment will deter some.",afford,,,
Depth3_115,Depth2_44,"This forces potential students to consider whether they can afford to go to university. This will deprive many people who are capable of achieving great success, simply because they cannot afford it. ",job,,,
Depth3_116,Depth2_7,Young people should not feel like they have to study after the age of 18.,background,,,
Depth3_123,Depth2_7,It should be a choice because 9k might be too much to some students yet it has to be paid back ,job,,,
Depth3_124,Depth2_8,The fear of the debt burden is often off-putting to people knowing they may be repaying it for so many years. ,debt,,,
Depth3_133,Depth2_8,"Why should those who contribute back to society such as doctors, nurses and teachers spend years paying back money to contribute to society.",job,debt,,
Depth3_141,Depth2_8,"There are so many graduates now that it is difficult to guarantee getting a good job, also the idea of taking on over 30k of debt as it will include living fees if you haven't identified a job that you want to go into can seem excessive ",job,,,
Depth3_125,Depth2_23,"Degrees are needed in many essential, but lower paying fields like teaching or nursing.  If students are pushed to take degrees only in higher paying fields these jobs will never be filled.",job,,,
Depth3_134,Depth2_23,"The world needs people qualified in all sorts of fields, it should be lower across the board to allow everyone a fair chance when getting a job.",government,loan,debt,
Depth3_142,Depth2_23,Everyone should have a choice about what they do.  Years spent in employment that is not enjoyable will do nothing for one's mental health or well being.  ,job,,,
Depth3_126,Depth2_35,"More than enough houses would still be built. If more young people take on degrees and move away from construction jobs, the demand for construction workers would increase. As demand increases, pay would increase too, enticing more people to become construction workers again. ",loan,,,
Depth3_135,Depth2_35,There are plenty of funding options available. Loans can be taken and repaid when a higher salary is earned. ,scholarship,,,
Depth3_136,Depth2_45,Higher education should not be expected. Young people should be educated more on apprenticeships and other avenues where their university funds are paid for ,tax,free,,
Depth3_143,Depth2_45,That's how taxes work though. We all pay for essential services like the police without necessarily using them directly. ,loan,access,,
Depth3_144,Depth2_9,Too many people go to university without any idea why they are going.  Student loans are hardly ever paid back and encourage people who shouldnt be at university to go.,job,,,
Depth3_151,Depth2_9,"Young people will start their adult lives with a debt, which must be paid. Some people will not go to university just to avoid them.",loan,free,,
Depth3_161,Depth2_9,Students might be discouraged due to the steep fee and opt out of higher education.,tax,job,,
Depth3_145,Depth2_24,"So many people are applying for post graduate jobs that there is no guarantee of getting a ""good"" job after university anyway",job,debt,,
Depth3_152,Depth2_24,"The students may shift their focus towards part-time jobs instead of education and it may result in lower grades, Also, students will have their own expenses to deal with before they can pay debt.",loan,job,,
Depth3_146,Depth2_27,What systems are in place? Even if there are bursaries available this stops as soon as you finish uni and job offers may not come in quickly,job,loan,debt,
Depth3_153,Depth2_27,"The system has recently abolished the grant scheme aimed at struggling students. In a similar vein, return rate on student loans results in incremental loans for an infinite time horizon making it almost impossible to repay back through a wage job. ",loan,interest,,
Depth3_162,Depth2_27,Those systems are only in place to help the very neediest of students - individuals will have to get themselves into a place of extreme financial hardship before they are assisted. These measures should be preventative rather than countermeasures.,government,,,
Depth3_154,Depth2_36,"9k is not enough,  when you consider the amount of knowledge and the earning potential you will get at the end of it",government,loan,,
Depth3_163,Depth2_36,That's what student loans and bursaries are for. Tuition fees are paid after graduation and so are not an issue.,scholarship,,,
Depth3_155,Depth2_46,The students will also have to work part-time and study which may impact their performance,loan,background,,
Depth3_164,Depth2_46,There's also student loans and grants for everyone - students from underprivileged backgrounds get plenty of money to live on.,job,,,
Depth3_156,Depth2_10,"Free education will lead for better social life, as everybody will get the chance to gain the high education. ",free,,,
Depth3_165,Depth2_10,"It can be good and free, people who cant afford education would like to perform better jobs too, they just do not have an opportunity",afford,job,free,
Depth3_166,Depth2_25,"There are very limited scholarships, to limit lower economic students to being restricted means that the potential of our youth isn't being accessed to its fullness.",scholarship,,,
Depth3_171,Depth2_28,Just because it doesnt need repaid immediately doesnt mean it is a good thing - you will end up in debt for the rest of your life if you cant get a job with a very good wage,job,debt,,
Depth3_181,Depth2_28,The weight of the loan is undeniable and once you begin earning above a certain amount you need to begin paying it back despite external pressures,loan,,,
Depth3_172,Depth2_37,It's impossible to learn earn and live you have to make a choice and sadly children these days can not see a way out unless they get a job and help from parents who barely earn enough themselves ,job,,,
Depth3_182,Depth2_37,The loan doesn't cover living or travel expenses and students often end up taking out other loans.,loan,,,
Depth3_191,Depth2_37,Maybe if the government cared more about the smaller people the correct use for tax payers money will be funded to good use. Rather than boycotting the amount charged for one person to make their lives bettered in education,government,tax,,
Depth3_173,Depth2_47,A lot of the population today would probably meet the criteria as there are not many who can afford it,afford,,,
Depth3_183,Depth2_47,"If everyone will have access to everything, level of education will dropped - because education system will need adjust to level of students.",access,,,
Depth3_192,Depth2_47,"The same should be applied to someone who is financially able to afford it to raise the quality and stature of the degree itself. You devalue the quality of a degree if the barrier for entry is ""Who can pay the most?""",afford,,,
Depth3_174,Depth2_26,Having a highly educated workforce will contribute far more to the economy and pay off multiple times over the government tuition expense.,government,,,
Depth3_184,Depth2_26,"This still discourages some students, particularly those from backgrounds who do not want any form of debt. The interest rates also keep rising.",interest,debt,background,
Depth3_193,Depth2_26,Student loans should be treated as loans to be taken seriously by students. The USA’s student loans affect credit score and as a result the US has a higher repayment rate. ,loan,,,
Depth3_201,Depth2_26,"Well, it doesn't in the UK but the interest rates are quite high and force the student to find a job as fast as possible after graduating, otherwise he/she accumulates more and more interest ",interest,job,,
Depth3_175,Depth2_38,It’s demeaning having to apply for help in order to be at a level playing field in education with those from more affluent backgrounds,background,,,
Depth3_185,Depth2_38,Although there are finance options the amount loaned is often based on parental income not on what they can afford to help subsidise. ,afford,,,
Depth3_194,Depth2_38,scholarships are highly selective and often do not cover the whole cost of the degree. loans are only for the tuition fees - if the student moves into another city he/she also needs to pay for rent etc.,loan,scholarship,,
Depth3_176,Depth2_48,"However, they still owe the money and therefore start their working life in debt. ",debt,,,
Depth3_186,Depth2_48,It would just be unfair on other people who have put in more effort in studies than the people who can afford it but hasn't put in any effort in studies.,afford,,,
Depth3_195,Depth2_48,The loan system has scrapped income-based grants for poorer students with higher day-to-day expenses making it almost impossible for them to survive without taking twice as much in loans as their counterparts,loan,,,
Depth3_202,Depth2_48,"no, you pay it back after a certain salary which is basically if you earn more than the very basic income. Interest rates are high too",interest,,,
Depth3_196,Depth2_49,Those skillsets are then therefore only readily available to those who can afford to pay for it,afford,,,
Depth3_203,Depth2_49,The money provided by jobs employing that skill set could repay that spent money many times over,job,,,
